userid,date,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15,q16,q17,q18,q19,q20,q100,age,gender
21fbb08a343608657a3af7e5233878b3,2009-08-16,5,3,1,3,5,2,1,2,1,2,1,5,4,1,4,5,4,3,2,1,4,22.2,1
2db19a8bd5661cd61ff8b3f96d015b19,2011-04-29,1,4,4,3,2,2,4,4,5,3,2,4,3,2,2,1,3,5,3,4,4,24.21,1
14ca0f793f49c984c4d684d4a63488ff,2011-07-22,5,3,4,1,4,3,2,4,3,4,4,3,4,2,3,2,2,1,2,3,2,24.92,0
e8dac54b6bb18adedb729471e25d9db5,2010-04-11,5,1,5,1,5,5,2,3,1,5,5,1,5,1,4,3,4,1,2,2,1,21.78,1
4cd853e95d737f0cec2d354750105589,2010-02-02,5,2,4,2,3,2,2,4,3,4,4,4,4,2,2,5,4,2,2,3,2,25.64,0
e513d8ae0458d4c406ecc49db0465935,2010-01-20,5,4,2,3,5,2,4,5,1,2,2,4,4,5,3,5,5,5,3,2,4,23.52,1
6b759899a5a318e93f18e7e7c8382ed7,2009-12-29,4,2,3,4,4,4,2,3,2,4,5,2,3,2,4,3,2,1,4,3,1,22.31,0
f8a1f9189f3fb1ab7aaa962dea85815d,2010-01-16,5,1,4,2,4,4,1,2,1,5,5,2,5,1,4,5,4,1,4,2,1,25.44,1
5dae35453e4a1c0c249261f00584ab18,2010-01-28,4,1,4,2,4,5,2,4,2,4,5,1,5,4,2,5,1,3,4,3,1,25.23,0
613396d539f9f5acee7b262c16406536,2009-10-22,5,1,1,1,4,4,2,1,1,1,1,5,4,5,4,5,4,4,4,2,2,20.18,1
53bb1e05ef3cec1bc5de15bbfaf12946,2010-08-22,4,1,3,2,4,5,1,2,1,5,5,1,5,2,2,5,2,1,4,2,1,23.6,1
ccf4373c75af6d24e9d7f7dee7833c20,2009-08-19,5,2,4,1,4,5,2,1,1,4,5,2,4,3,4,3,4,2,2,2,2,38.93,0
42942cae9a21cc910e0dff5152062dc9,2010-06-27,5,3,5,2,4,4,2,1,1,5,4,1,4,2,4,5,4,1,5,1,1,29.29,1
acd96ee3500fce92f8be7edc6678bb25,2010-08-24,5,3,5,5,3,4,3,5,3,4,5,1,5,5,1,5,1,2,2,4,1,22.73,0
fc492d3027788a86e38c4fb2a38bd53f,2009-03-30,4,5,4,4,4,4,1,2,3,4,1,2,4,3,1,4,3,2,3,1,3,21.87,1
b386dba0ad39f35c5664a6c11c3d9fac,2009-12-28,1,5,4,3,4,1,3,3,3,2,3,4,3,3,2,1,4,2,2,3,4,21.45,1
e0e8ee77cdb563b019659c9d71be63ce,2009-06-25,5,3,5,3,4,1,1,5,5,5,4,4,4,1,5,5,5,4,1,5,5,29.12,1
91bbd254d0b1a321e1a83cf710516258,2009-09-15,4,3,4,3,4,4,1,3,2,4,4,2,3,3,3,4,3,2,3,3,4,31.4,1
8d3a4b26df103dd9d333a798d895de81,2009-09-13,5,5,4,1,3,1,3,4,5,4,2,3,2,3,3,4,5,3,2,3,3,33.69,1
4cb3f1d0d7245796f147696d0a50c4f3,2009-09-05,4,3,4,4,3,4,3,3,1,5,5,1,5,3,3,5,2,2,4,3,2,23.78,1
bd01be719386ec5205f3e3ec89977cee,2010-02-11,4,1,3,1,3,4,1,2,1,4,5,1,5,2,3,5,1,2,5,2,2,21.74,1
da4b99e94cd676499ad4b443df5ec99b,2009-04-17,5,4,4,3,4,5,2,3,2,4,4,2,4,1,5,3,4,1,3,1,3,46.16,1
55a72284594fdda49b22a6610b9b91d6,2009-03-13,5,2,3,1,4,4,3,4,1,4,5,4,3,4,3,2,4,4,2,4,3,25.99,1
22de34d2739b8591065037e3a5b76410,2010-07-21,5,1,3,3,4,5,1,5,1,5,5,3,5,4,3,4,4,2,5,1,3,36.39,0
65a403ce225687ba17976240c36ea6a6,2009-05-06,5,2,3,2,4,3,3,2,2,4,3,1,3,3,3,4,2,4,4,2,2,22.31,1
016a40e1d5f30ddaef1f0414ac046367,2009-06-27,5,2,4,1,3,4,2,2,1,4,4,1,4,2,3,5,2,1,4,3,1,27.55,1
f25b8632c58694d381e0f2bf8d14b512,2012-01-16,5,2,4,1,4,3,1,5,2,4,3,1,4,2,2,4,2,2,2,5,3,24.25,0
d78d14a0d1ea524abbd20f479784a386,2010-04-14,4,1,3,4,5,5,3,5,1,4,4,2,5,1,3,5,1,1,3,2,1,33.34,1
3cd8d46b65c88ec55b8c0df517b2c0a0,2010-02-20,5,3,3,2,4,4,2,2,2,4,4,2,2,3,3,4,3,2,4,2,2,24.1,1
27f5003e25f85a04489a31577820474d,2010-09-22,4,2,4,5,5,3,2,2,1,5,4,2,4,3,4,4,2,1,3,1,4,26.81,0
f48a8dffe2fae6b0229cb9f5c60b4939,2009-07-19,5,4,3,2,2,2,1,4,4,3,3,3,4,4,2,3,5,2,1,5,3,26.65,1
ef393ccd3f10a978a8cd7136723372a1,2010-03-21,1,3,2,3,4,2,1,3,1,3,5,5,5,4,3,5,5,4,1,2,5,40.85,1
f2a6207ed47045dad23eaa179d67f6ba,2009-10-19,3,3,1,2,4,4,3,3,1,3,3,3,5,4,4,3,4,2,4,1,2,27.35,1
4b42b99c47ad9e2f56b43ec7d91a5cba,2010-03-29,5,5,4,2,2,2,1,4,3,4,2,4,3,2,3,4,3,2,1,3,4,20.91,1
81a491776bef593413e1007eae6081a9,2010-03-24,5,4,3,1,5,4,2,2,1,5,4,3,3,2,5,4,4,1,2,1,3,24.95,1
3b0d133575bee61191fd4e6ca9ea819c,2009-09-03,2,4,4,2,5,4,5,2,1,2,1,3,2,2,5,4,5,1,1,3,5,24.57,1
fe0a20090158f78781527b24b08a2e3d,2009-09-10,5,2,5,1,2,5,1,4,1,5,5,2,4,1,1,4,3,1,3,3,1,25.72,1
e8aa774bc97ec4137f23ad3790cb0b52,2010-04-07,5,1,5,1,5,4,1,4,1,4,5,2,5,2,4,5,3,2,4,2,1,28.62,1
6011d5e799813de91ca5702a4d263412,2009-10-08,4,4,4,2,2,2,1,1,2,3,4,3,4,3,2,4,5,2,1,3,4,24.54,0
5b27c027248c59e15393d8773d89edf1,2009-04-09,5,3,2,1,5,2,1,4,3,2,5,4,2,4,1,5,1,4,5,4,3,51.5,0
00e077bef59c109bf2e8c458314593a4,2009-04-17,4,3,2,1,4,4,2,1,4,3,5,4,3,4,5,5,4,2,5,3,3,23.21,1
864870af274aebc15f724fbd1eaede6d,2009-04-04,3,3,2,4,5,3,3,2,2,4,3,4,4,5,3,2,3,1,3,3,2,40.12,0
fa8f9c7773d9962252d0117a1e3b9317,2009-07-19,4,2,4,2,2,3,3,4,4,4,4,3,3,2,3,4,4,2,2,2,3,26.88,1
2bb8028b871bdb8daca09d73ff44d758,2009-10-26,5,3,3,1,2,4,3,4,3,5,3,3,4,3,1,5,4,3,3,3,3,23.91,1
941d5bbd7d6707c5df44d5549cb39ac8,2010-09-26,5,3,5,1,4,3,2,2,1,5,4,2,2,1,3,5,2,2,1,1,2,23.21,1
328f98faffd77dd8bcf3e111d1dea5b4,2010-10-02,5,2,2,2,4,4,1,4,1,4,5,2,5,2,4,4,4,2,4,1,2,54.34,1
5d40913d528256fb6cbded7bec087a9d,2010-06-14,5,3,3,1,5,4,4,3,2,4,4,1,5,3,4,4,4,1,5,1,1,22.96,1
f85b529362f18e11aa9932d8ee868388,2011-02-03,5,2,4,2,2,4,1,5,2,5,3,3,4,3,2,5,3,2,4,5,2,22.77,0
f5e6558f9e85b60b9af8261fca402fe7,2009-12-09,5,3,4,2,5,4,5,3,2,5,4,2,5,2,4,5,3,2,4,2,2,30.81,1
d57e197e2d643a7c2751a00df62d201f,2009-09-30,3,1,3,1,3,3,1,4,3,5,5,2,3,2,3,2,3,1,4,3,1,23.65,0
cfa3afd4834e80feb72f7754290496de,2010-12-24,5,3,4,1,4,4,2,4,1,4,3,2,4,2,2,5,4,1,2,3,4,24.62,1
166df9bcec64f1849b175d74a15282f0,2009-04-14,5,2,3,3,4,4,1,4,2,3,5,3,3,3,4,5,4,2,3,3,3,25.97,0
7516878b6e4d73563b6fbda6bbadcb4b,2009-05-25,4,5,4,3,4,2,2,4,3,4,2,5,4,4,3,4,4,2,3,3,4,27.55,0
65d77111b59951349034b6f7fd8aaf0f,2010-03-09,5,4,1,1,2,1,2,5,4,5,1,5,2,5,2,5,1,5,5,5,5,33.89,0
cb0e8c64d0d96bbc0d7199ff336ccb86,2010-06-17,4,5,5,1,3,4,1,3,5,5,4,4,2,1,4,3,5,1,1,4,5,23.7,1
3d7408d6b4f15781dbf43ed327987e05,2009-08-05,5,3,2,4,5,4,3,4,5,4,2,3,3,3,3,4,5,2,2,3,4,34.54,1
b382ca022a272899ce8462328c9d12b3,2010-05-27,4,1,4,1,4,4,1,4,3,5,5,1,4,2,4,4,1,2,1,3,1,23.73,0
b6d06fda69ace36f1e46939e2aeb350b,2009-07-06,4,2,2,4,3,1,1,5,3,2,5,2,1,4,1,5,4,2,4,3,2,33.05,0
c3f108729919472a9a7aaae5dfe70378,2009-02-22,5,2,2,2,5,2,1,2,1,4,5,1,3,3,4,5,1,2,5,2,1,26.44,0
d4d5ec8d5ccdb6091c4c374cb2e0aa2e,2010-02-08,4,1,4,2,4,4,2,4,1,4,4,4,5,4,1,4,2,3,4,2,2,29.81,0
a03c04e734240f4e3b210a3ddd9c89f2,2010-05-20,3,2,2,1,3,3,2,5,2,4,3,2,3,2,2,4,4,3,2,2,2,24.21,1
a5c76dd80892b374aab497e72db330e0,2009-07-01,4,2,5,2,5,3,3,2,3,4,4,3,4,2,4,4,4,1,2,4,3,24.04,1
72fb617fad038ef7846c5a4dbf3013ea,2009-12-07,5,3,2,2,5,5,3,2,1,5,5,2,4,2,4,3,4,2,4,1,1,34.51,1
d45af6592d0d0759aa170a4633b4808e,2010-02-05,5,2,5,2,4,4,1,2,2,5,4,3,4,1,2,5,4,2,2,3,2,31.68,0
47bb74d105afc4c2924250177589e188,2010-10-17,2,2,4,4,3,4,3,4,2,4,3,3,4,4,3,4,4,4,4,4,1,24.03,1
0e2748016fd0c6010acd361daee96443,2010-07-16,5,4,4,4,5,5,1,2,2,4,5,3,4,3,3,5,2,4,4,2,2,26.55,1
5b4f847f9e6efe8c3d0c11a5c9305eb4,2009-10-29,5,5,1,5,5,4,1,2,2,2,5,2,4,4,4,4,2,3,4,1,1,36.81,1
8ed8330179c2cdb2d10ab9b6bc098d9e,2009-12-07,5,4,5,1,5,5,1,2,1,5,5,4,3,1,4,2,4,1,2,1,1,52.12,1
e8d786ddcfff9f868f04e34523ca9fac,2011-03-20,5,2,3,2,4,4,2,2,1,4,4,2,4,3,4,2,4,2,2,1,3,39.1,0
501ad94d2822fe66e2d7e64b9030d12f,2009-02-06,4,1,2,5,4,5,4,2,1,4,5,1,5,4,4,2,1,2,1,3,1,23.02,1
9f0e499a50bb435b331ee1266d263d3e,2010-05-28,5,4,2,5,4,1,1,5,5,4,1,5,4,5,2,5,4,4,2,5,5,24.69,0
c2da1ddfda4416f0ce4104d0f2d08b8c,2011-01-12,5,1,4,2,5,4,1,1,1,4,5,1,4,1,4,5,2,4,2,1,1,27.53,0
62b5eeb480fe4a8a40bb08bcdd199c11,2009-03-26,3,5,2,4,4,2,2,4,1,2,2,2,4,3,2,2,2,1,4,2,2,27.78,1
63f838bc3a0a63112c21bae427124241,2009-08-05,5,4,1,1,4,4,1,4,3,4,2,4,4,2,4,5,2,1,3,1,2,28.57,0
0ce4d0aac69172f2d279936c7d85af05,2009-01-18,5,2,4,1,2,4,1,4,2,4,2,4,4,4,3,5,4,4,2,4,4,24.44,0
093f9a207f1fd98c9fdefcfbc927a109,2011-09-07,4,4,1,3,4,5,3,5,3,3,2,5,3,5,2,4,3,5,3,2,4,28.92,0
0154f0ddcf5d356dce0016b5fa3b5b42,2010-06-19,3,4,2,2,3,3,3,5,2,1,3,4,3,5,3,4,2,3,3,3,3,20.37,1
f41b69339a3413ca8210c06097c46c1d,2010-02-24,4,1,5,1,3,5,2,5,1,4,4,2,5,2,1,4,4,1,5,4,3,28.65,0
91ca30e23cd40785d5987bab171a07e6,2010-05-21,5,1,4,1,3,4,1,3,1,3,4,2,4,2,3,5,2,2,3,1,1,23.79,1
725d9742432296ee3ebf331d3acd6a2a,2010-09-24,3,2,2,1,5,4,2,2,1,4,3,2,4,3,3,3,2,2,4,1,1,34.36,1
a47a61eb127df35c2cc41b39fde3cd4c,2010-04-15,4,4,2,1,4,4,3,4,5,5,1,5,4,3,4,5,5,2,1,4,3,29.94,0
8dcb2c8623349ec0c5e0b067df8ff3e7,2009-10-05,5,3,4,2,2,4,1,5,1,3,1,4,4,3,2,5,4,4,3,2,4,24.4,1
4e8ca87ca901728d83692814cba2dfb4,2009-02-20,5,2,3,2,4,3,2,2,1,5,5,1,4,2,4,3,4,1,3,1,1,23.99,0
24e9d1e9aa9989e03615364e6aba966a,2011-03-07,4,4,1,2,3,2,3,5,2,2,2,4,3,5,2,2,4,5,2,1,4,31.73,0
65c8ff5881c3a37d03c084e100c07419,2010-01-07,2,3,4,4,5,3,4,2,2,3,4,3,2,4,4,3,4,2,3,3,1,29.48,0
0fd4da8430ee71766eeda9ea8b5fcf75,2010-02-11,5,1,3,2,4,5,1,2,1,5,5,1,5,3,3,4,1,1,5,1,1,37.77,0
4d76ffaaf1b469ffda6485bedd27182d,2010-01-25,5,4,1,1,5,2,2,3,1,4,2,3,3,4,4,4,4,4,2,1,2,23.09,1
e82fe5755b86542fab35bbc1ffa677be,2010-03-02,5,1,4,2,4,3,1,4,2,3,5,1,2,2,5,4,1,2,5,3,1,20.39,0
b192df0fe14d3093d94dea4784c9555a,2009-01-21,4,1,1,2,4,5,3,2,1,5,4,2,5,4,5,4,4,2,5,1,4,24.52,1
6cd85f264e0fb66e86f6003fe1301f41,2010-06-17,4,4,4,3,5,1,2,2,1,3,3,4,5,2,4,4,5,1,3,2,4,27.63,1
c1c9bccef93468cf6f6aa9107f0203a6,2010-03-14,4,2,2,3,3,5,1,4,1,4,3,2,5,4,2,5,1,2,4,2,2,23.62,1
f154283dec3c1a6524a1e296194d33be,2009-09-08,5,1,5,1,5,5,1,1,1,5,5,3,5,1,5,5,2,1,2,1,3,23.07,0
8da643b04f17953188238eafd6cad7ad,2009-09-26,4,4,2,2,3,1,1,2,5,2,3,4,4,4,4,2,5,3,2,3,4,26.71,0
7b1d874c60faf354993b5a1155d72e25,2010-04-21,4,2,5,5,4,2,2,2,5,4,5,2,5,2,2,4,2,2,4,1,2,30.1,0
f0ea977ff880138c1caf6af246007bcc,2010-12-17,4,2,4,1,4,4,3,2,3,4,5,2,3,1,4,3,4,2,3,1,2,24.58,1
d4c2150c442588e595321f15f7dc9410,2009-06-14,5,2,2,5,4,5,1,4,1,3,4,2,4,4,2,5,5,2,1,2,4,23.67,1
bc01d1804b5db4e34eb8ba3ab43556ae,2009-09-24,5,5,2,2,3,3,3,5,1,3,3,4,4,4,3,1,5,3,2,1,3,36.62,1
0f433d71c0a956112265f8b2a6efaaf6,2011-07-13,5,1,2,3,2,4,1,4,1,2,3,5,5,4,2,5,1,4,5,4,2,23.87,0
426de339aff10b9fd994c283c1be1062,2009-11-08,5,4,1,1,5,2,2,2,2,1,5,4,5,5,5,5,4,4,1,2,4,28.45,0
b920f049b19e9bf3618dd992e195653a,2010-09-08,5,4,4,3,3,4,1,5,3,3,4,2,5,3,2,5,2,3,4,3,2,27.03,1
884c02f44ef9849de6057bb1db98a882,2009-05-13,4,4,4,1,5,4,1,4,1,4,3,3,4,4,5,5,4,2,3,1,4,24.91,1
2375f403b769bb0a4c2e1915871ddef3,2010-06-05,5,1,3,1,5,5,1,1,1,5,5,1,5,1,5,5,1,2,5,1,1,59.31,0
244b7f750152dca77a74bed3a39b7d6f,2010-04-15,5,4,2,1,3,3,2,3,2,2,2,3,4,4,3,4,4,4,3,2,4,29.02,1
4988a3b7f658ec05890e0f5eb84d136d,2009-01-25,4,4,4,2,3,1,3,3,3,2,4,4,3,4,2,4,5,4,2,4,3,25.69,0
36419b2c01e0a28a0192c32fc2d11618,2009-11-26,5,2,3,2,4,3,5,5,1,4,4,3,5,5,2,4,1,4,5,3,2,26.65,0
661dec90ec6e41c7cd0674aaad4e379d,2009-05-31,5,4,4,4,4,3,2,4,4,3,3,3,4,3,4,5,4,3,2,3,1,30.99,0
0baf5fbff91013afa1df621509559fd7,2010-08-11,2,2,1,1,5,1,1,2,2,5,5,2,5,3,4,1,2,2,5,3,4,25.44,1
e206472380e1d5a22f70c312c2acf2d8,2010-02-26,5,2,5,3,5,4,1,3,3,5,4,1,4,1,3,3,4,1,3,4,3,31.99,1
5a0ca66399b262028604f2d6267690c0,2009-02-12,5,4,5,3,4,4,1,4,4,5,4,3,5,1,2,5,1,1,5,2,4,33.49,0
a85b80058f3a245575af4b7e7b1ef318,2009-10-13,5,1,4,3,5,5,1,1,1,5,5,2,4,2,5,5,2,2,4,2,1,29.29,1
3ccaf6ebaaa1e0374689f8fa0d64ca8a,2009-08-30,5,4,2,1,3,3,1,4,1,4,4,4,4,4,2,5,4,4,3,2,2,21.05,1
e85e1ce5c66dc9d62b192647f0fed59b,2010-06-13,3,1,5,3,4,3,1,4,2,3,2,1,4,3,2,2,1,2,5,4,2,20.55,0
3778f3150665a98426e73da2739abeb5,2011-01-30,4,1,1,1,3,3,2,4,1,3,4,1,3,5,3,5,1,3,4,3,2,19.31,1
688fc9aaffd4c211ba7150a9e04988ff,2009-06-04,5,3,3,1,4,2,5,3,3,4,5,1,2,3,4,5,3,2,2,3,1,24.8,1
e5e1c34e2b24ba7c21f97bc9f02a7ead,2009-10-07,4,2,5,3,5,3,3,4,2,5,4,2,4,1,4,1,2,1,4,2,2,29.51,1
cb2d4804ca9c10eee2175d24456855a3,2009-11-03,5,3,5,4,4,5,2,3,1,4,5,2,5,2,4,2,2,1,3,2,1,24.57,1
349abf582214687a326f53360b1172c6,2009-10-30,5,2,4,2,5,5,3,2,1,4,3,3,4,3,4,4,5,2,4,1,3,24.32,1
b2dbb6f61e2bf1a17fd4dff6e4b3e02b,2009-10-12,2,4,2,4,5,4,4,4,1,2,1,4,4,3,5,3,5,3,2,2,4,25.77,1
c441c2b669e73baf6080730a034065b2,2009-12-06,4,4,4,1,4,3,2,4,4,4,5,3,3,3,4,4,4,2,3,2,3,24.14,0
7f77bb3d63bda4719932565f4f41d78b,2009-03-16,3,2,2,3,5,4,3,2,1,2,3,3,4,4,4,4,2,3,4,2,2,21.84,1
e7f4bf7721236479912068a8e4199ee4,2010-01-20,5,4,3,4,5,3,5,4,4,4,3,4,2,4,3,3,4,3,3,2,2,34.94,0
ff0b58e74ce3c25fcd81ce0ecbb731d5,2010-08-04,5,1,3,2,5,3,1,2,2,4,5,2,4,4,5,4,2,2,4,1,2,40.31,0
2d165702a9e2dfa452918135a577ce1e,2009-02-22,4,2,4,1,4,4,2,1,1,5,5,2,3,3,4,4,2,1,1,2,1,24,1
232d50bbb0392506ae60f8c730ecdef7,2010-07-14,4,2,3,2,2,4,1,4,2,2,2,4,4,4,2,1,4,4,2,3,2,53.48,0
34da24560b67b728061c6051dd891336,2010-11-30,4,2,2,1,2,3,2,3,2,4,4,3,2,1,2,3,4,3,1,3,1,21.29,1
5079f907c4ae82f35add321af2f55aba,2010-02-21,5,4,5,1,5,5,1,2,1,2,1,1,4,1,4,5,4,2,4,4,4,22.72,1
8957f7592fb08ee14c5d32551079bd03,2010-02-14,5,1,3,1,4,3,2,4,2,1,1,1,3,3,2,5,5,3,1,3,5,26.73,0
ef541ee3ae29f90278f66c87934bd9f7,2010-01-03,5,2,4,2,4,4,1,4,1,4,3,4,3,4,4,4,5,4,3,2,4,22.32,0
60af72a5fcbaca3fc56fec1f382f8e89,2009-12-20,3,2,1,1,4,4,2,1,1,4,2,3,4,4,4,3,3,2,3,2,3,24.25,0
ce5f1a2d48b2b34479b271b326f434ab,2009-02-01,4,2,2,1,5,4,1,1,4,3,4,3,2,4,4,3,2,3,2,1,2,22.46,0
4914e96f84193c5defeb084989c517c1,2010-07-27,5,3,4,1,5,5,3,3,5,3,5,2,3,2,4,4,1,3,5,1,1,40.9,0
5dad3ff5e9dfc3fc835dda7fac9a6776,2010-05-29,5,4,2,1,4,4,1,3,2,4,4,2,4,4,4,5,2,4,4,2,2,34,1
40335775998b381794d7e5b55933aef3,2009-09-28,5,4,4,3,3,2,3,4,3,5,1,4,4,3,3,5,4,4,2,3,4,37.74,1
ec265f7eb1c8d13ffa507a6d4436c55b,2009-07-19,2,4,5,1,4,3,2,2,1,3,4,2,3,2,4,3,2,4,3,1,4,23.34,0
46adaa23daa144a23403f629021e68c9,2010-05-17,3,2,3,2,3,3,1,4,3,2,2,2,3,4,3,5,2,3,4,3,3,25.45,0
cbbf283653bb5e04db297eafeae6cf2c,2010-12-18,5,1,3,3,4,4,1,1,1,5,4,2,4,1,4,4,3,3,2,1,1,40.74,1
bf5d10bd68531e6dad56721124213fce,2010-08-30,3,1,3,2,4,5,1,3,3,3,3,2,4,4,4,4,2,2,5,1,2,20,1
bb54b2a5fbd3089a4cec5a98d30466bf,2010-10-25,5,4,4,1,2,2,1,3,2,4,5,1,2,4,4,5,4,1,4,2,1,44.06,1
8faa6d1be0d7417f516003612a6abe2a,2010-05-01,5,4,4,1,2,2,2,2,5,4,1,4,2,1,2,5,1,1,2,2,1,20.55,1
bc95fee3ff45a51908f94a2f575c9d7a,2009-03-04,5,4,4,4,3,2,5,4,2,4,1,4,4,5,4,4,5,2,2,3,4,26.43,0
e79f5646b1f7b40cffb5bdda463e90ee,2010-05-13,4,4,5,3,4,4,3,4,2,5,3,3,3,3,4,4,5,2,3,3,4,32.69,1
0a820208e746508f2ddddd55bdd39da7,2009-09-20,4,1,2,4,5,5,4,2,1,2,3,2,2,5,4,3,3,4,4,1,1,21.72,1
3e522ffd75e57e143bb3a4cdf0f5e901,2009-03-02,3,1,2,2,5,5,5,4,5,3,2,4,5,4,4,2,3,3,2,3,5,58.48,1
8846c488eea9a7daa948cb84ac5711cf,2010-01-06,3,4,2,2,4,3,4,2,3,3,4,2,5,4,4,4,5,2,3,1,3,25.13,1
153947b27e7d46481f89f5f76f6b84ec,2010-07-29,4,4,4,1,2,1,2,5,3,2,2,5,4,3,3,4,5,5,1,4,5,27.46,1
fee99cb97cdc14d86c51c70798f6fa06,2010-07-17,5,3,4,2,4,5,2,3,1,4,3,4,5,3,4,4,3,2,5,2,3,24.91,1
cdc6987599c9c99603f5a7de9a6d8122,2010-03-31,5,4,3,1,5,4,1,2,2,4,4,5,1,3,3,2,3,1,2,1,1,30.7,1
a54e2c55c944b33462323bd42bc70d95,2010-05-02,5,4,3,3,4,3,2,3,3,2,2,3,3,4,3,3,4,3,1,2,3,31.73,1
5a75905c1e0114263522ed33aad71b02,2009-09-29,5,2,2,4,3,5,1,5,3,5,4,4,3,2,4,3,2,3,4,3,5,46.04,0
f61c1d02fd8e657247cc8bb76e970c6e,2010-08-03,4,4,1,3,4,3,4,2,4,2,5,2,3,3,5,5,3,1,4,1,4,28.71,1
4ab7643ba71439687bbc7245765fa04d,2010-11-01,4,1,3,2,4,2,1,3,2,3,1,5,3,1,4,5,3,3,1,2,3,23.63,0
9652cd75a8e0605c9c75c3163e3a9ed4,2011-03-02,5,4,3,1,4,3,3,4,4,4,4,3,4,3,3,5,3,3,3,3,1,22.91,1
fda3ba24e2a8f47b3dd40987450ab588,2010-06-10,5,3,3,2,4,3,3,2,1,5,4,3,5,2,4,5,2,2,3,1,2,31.29,1
9ec471e43d28303c29c2571130403446,2009-06-26,4,4,4,1,4,4,4,4,2,5,4,2,5,3,3,5,3,2,4,3,1,24.83,0
23ec3184f9735197b21905105f24da0e,2009-06-09,4,4,3,4,3,4,4,5,3,2,1,2,3,5,2,3,4,5,2,3,4,35.86,0
dca77f0b3289c5747ef5ab2511aa2b7e,2009-10-27,5,4,5,1,4,2,2,3,3,4,4,3,2,1,3,5,4,1,2,2,1,24.9,1
50357485df2ba5f320b135d93b772df1,2009-05-06,5,2,2,2,5,5,1,4,1,4,3,5,5,5,3,4,5,2,4,3,2,23.16,1
5a5970c831721767902b8f00d7dbc166,2009-07-14,5,4,5,2,5,3,1,3,5,4,1,4,2,4,2,3,4,4,4,1,3,28.98,1
9b80be39dfda27d7a44e3df4adb08ae1,2010-09-07,5,4,4,3,4,4,4,3,2,4,4,4,5,2,4,5,5,1,1,3,5,25.78,1
4896c3c17cb7b9f1a57f350d6721742f,2010-04-02,2,2,4,1,4,4,2,4,3,4,4,2,5,4,4,4,4,2,4,3,1,19.98,0
d6813a46708c204dfb2ca55a11a127ce,2010-05-21,5,3,5,3,5,1,1,1,4,2,5,2,2,5,5,5,4,4,5,1,4,21.85,0
6e4bf1761aefa9e0018d590e487af549,2009-06-20,4,2,3,2,5,5,1,2,2,4,5,1,4,3,4,4,1,2,4,1,1,44.31,0
fe058cadaab9aa11dd240125ace657e1,2010-06-19,5,2,5,3,2,5,1,5,2,2,3,4,4,2,1,2,2,1,2,1,2,23.03,0
a493b5408c124abfc9053a020d81ab73,2010-08-19,4,5,2,2,4,1,1,4,4,4,2,4,5,5,4,5,4,4,2,3,2,29.16,0
466225f24509782e747df74578568c95,2009-07-30,5,3,4,4,4,5,1,4,4,3,5,2,4,4,4,5,2,1,5,2,1,27.25,0
0d3740f789222a282434aaac75a50810,2010-03-12,5,4,3,4,3,5,3,1,3,3,4,4,4,4,5,5,4,3,3,2,3,29.97,1
debf6715f88e947cc360a36596b467fb,2010-01-03,5,4,1,1,4,4,2,5,2,3,3,2,3,5,2,4,4,4,2,4,2,26.99,1
dcd02fb1d12ec02d50b3d08de3f6c6aa,2009-12-15,5,1,3,4,4,5,3,2,1,2,3,1,4,3,5,4,1,2,4,1,1,27.06,0
be87d7308ae10a1859476d5275513a77,2009-08-02,5,2,3,3,4,4,1,5,4,2,4,3,3,3,2,5,5,3,1,4,4,23.57,0
79f33b896538f4548d334ef5a4f208ce,2010-06-01,5,4,3,2,4,4,2,5,1,4,3,5,2,3,3,4,5,4,2,3,4,20.49,1
3aa104d24e7f02a154e3e804cb87881a,2010-06-08,4,3,5,2,5,4,3,5,2,5,5,2,2,2,5,5,3,1,3,1,1,44.28,1
d2a0e1b191dec6a67507dd66f909907d,2009-11-29,3,4,2,4,5,2,3,1,3,2,2,4,3,4,5,4,2,1,3,3,3,20.93,1
de070fb93ed7c49da155b9b60d31af5c,2009-07-21,5,2,2,1,5,4,1,4,3,2,2,3,5,5,3,5,5,3,1,3,4,22.59,1
6b6f0920c0dbccfeec43ed728b7ef5df,2009-11-04,5,2,1,2,4,4,4,5,1,5,4,2,5,2,1,5,5,1,2,4,1,25.21,1
e0deafcba2d30309200a73e97228c9ee,2009-10-20,2,2,2,4,5,4,3,2,2,3,4,4,3,4,4,3,2,4,2,1,2,22.35,0
53247ea479489c00d614a867bd78af3e,2009-03-02,4,3,4,1,4,4,1,4,2,5,3,3,3,2,4,2,3,2,2,1,3,34.56,0
5faf995655079b1ad212a1aecac5c814,2009-09-24,4,4,5,2,4,3,2,4,4,4,1,4,5,4,5,3,3,3,3,4,5,27.71,0
942fc42286d55897ab0b28b8401426af,2009-03-27,5,4,4,3,5,2,1,2,3,4,5,5,2,4,4,5,5,4,2,1,2,44.73,0
41b1f654a463ec1924b36b91afaaa94e,2009-07-19,5,2,5,2,4,5,1,3,1,4,5,2,4,2,3,4,2,1,4,2,2,43.05,1
672be8d7e77787e077c080610f1c9778,2009-09-22,4,2,4,3,4,4,1,4,1,5,4,1,4,2,4,5,2,1,5,1,1,26.74,0
